City,Country,Latitude,Longitude,Max Temp F,Current Temp F,Humitidy %,Cloudiness %,Wind Speed
Moron,VE,10.49,-68.2,66.66,66.66,94,80,3.02
Morondava,MG,-20.3,44.28,85.83,85.83,77,0,3.91
Morwell,AU,-38.24,146.4,61,58.51,57,76,5.01
Moscow,RU,55.75,37.62,33.8,32.36,89,0,8.95
Mount Gambier,AU,-37.83,140.78,57.2,57.2,50,75,20.8
Mount Isa,AU,-20.73,139.49,86,86,55,40,23.04
Mountrath,IE,53,-7.47,42.01,40.24,85,8,7.94
Mpongwe,ZM,-13.51,28.16,68.73,68.73,80,12,6.38
Mpulungu,ZM,-8.77,31.12,65.85,65.85,95,44,4.03
Muisne,EC,0.61,-80.02,69.09,69.09,92,36,2.91
Mujiayingzi,CN,42.12,118.78,46.23,46.23,48,8,9.62
Mumford,GH,5.26,-0.76,78.63,78.63,94,24,10.4
Muravlenko,RU,63.79,74.5,29.13,29.13,95,80,12.64
Murchison,AU,-36.62,145.22,68,68,24,64,1.01
Murgab,TM,37.5,61.97,69.8,69.8,49,0,11.41
Muros,ES,42.77,-9.06,55,49.14,81,0,5.82
Murray Bridge,AU,-35.12,139.28,66.99,63.68,56,32,10
Mushie,CD,-3.02,16.92,75.57,75.57,94,20,2.91
Mustasaari,FI,63.17,21.67,30.99,30.02,74,0,6.93
Mutare,MZ,-18.97,32.67,66.21,66.21,93,8,3.58
Muzhi,RU,65.4,64.7,31.11,31.11,90,32,13.65
Mwense,ZM,-10.39,28.7,69.36,69.36,88,64,3.47
Mwinilunga,ZM,-11.73,24.43,66.57,66.57,90,0,3.36
Myrtle Beach,US,33.7,-78.89,62.01,54.66,87,1,4.7
Nabinagar,BD,23.88,90.97,91.4,91.4,36,0,4.03
Nabire,ID,-3.36,135.5,76.38,76.38,88,68,2.13
Nador,MA,35.17,-2.93,59,57.16,93,75,4.7
Nadym,RU,65.53,72.51,30.21,30.21,94,92,12.64
Nago,IT,45.88,10.89,54,47.25,75,0,3.36
Najran,SA,17.54,44.22,87.8,87.8,19,0,11.41
Nakuru,KE,-0.28,36.07,65.13,65.13,71,12,3.58
Nalut,LY,31.86,10.98,40.83,40.83,85,0,2.57
Namatanai,PG,-3.66,152.44,83.76,83.76,97,20,9.06
Namibe,AO,-15.19,12.15,75.75,75.75,100,8,4.03
Nampula,MZ,-15.12,39.26,75.2,75.2,94,75,8.05
Nancha,CN,47.14,129.26,33.72,33.72,39,0,6.38
Nanfeng,CN,27.22,116.52,63.51,63.51,80,24,3.36
Nanga Eboko,CM,4.68,12.37,70.35,70.35,95,92,5.7
Nangong,CN,37.36,115.37,70.53,70.53,46,0,3.13
Nanortalik,GL,60.14,-45.24,32.19,32.19,93,92,17.22
Nantucket,US,41.28,-70.1,46.99,43.74,81,90,14.99
Naron,ES,43.52,-8.15,55,48.22,86,0,1.12
Narsaq,GL,60.91,-46.05,39.2,39.2,41,88,12.75
Naryan-Mar,RU,67.67,53.09,30.66,30.66,96,76,11.52
Nauta,PE,-4.51,-73.58,75.03,75.03,96,44,2.46
Naze,NG,5.43,7.07,75.2,75.2,94,40,8.72
Ndjole,GA,-0.18,10.76,75.03,75.03,93,92,2.91
Ndola,ZM,-12.97,28.64,69.54,69.54,80,20,4.14
Nea Stira,GR,38.18,24.2,61,55.54,40,0,3.36
Necochea,AR,-38.55,-58.74,55,55,56,88,8.01
Negombo,LK,7.21,79.83,87.8,87.8,62,20,8.05
Neiafu,TO,-18.65,-173.98,80.6,80.6,74,75,2.24
Nelidovo,RU,56.22,32.78,27.6,27.6,71,8,12.53
Nemuro,JP,43.32,145.57,41,41,65,75,16.11
Neuquen,AR,-38.95,-68.06,55.4,55.4,62,0,2.24
Neustrelitz,DE,53.36,13.06,34.62,34.62,92,92,17.22
New Norfolk,AU,-42.78,147.06,53.6,50.29,46,20,26.4
Niamey,NE,13.52,2.11,82.4,82.4,10,8,12.75
Nicoya,CR,10.15,-85.45,78.8,78.8,50,0,11.41
Nieuw Amsterdam,SR,5.88,-55.08,75.99,74.64,100,20,2.24
Nikki,BJ,9.94,3.21,73.05,73.05,73,0,12.64
Nikolskoye,RU,59.7,30.79,34,33.94,80,0,13.42
Nioro,GM,13.79,-15.05,71.79,71.79,51,100,5.93
Nishihara,JP,35.74,139.53,63,58.91,47,75,8.05
Nizhnyaya Omka,RU,55.43,74.94,34.53,34.53,100,0,4.59
Nizwa,OM,22.93,57.53,79.62,79.62,38,0,3.36
Nkhotakota,MW,-12.93,34.3,74.13,74.13,98,68,6.38
Nome,US,30.04,-94.42,69.8,68.22,88,90,5.82
Non Sang,TH,16.87,102.57,96.8,94.01,41,40,4.7
Nongan,CN,44.43,125.17,50,50,23,40,15.66
Norilsk,RU,69.35,88.2,24.45,24.45,92,92,19.57
Norman Wells,CA,65.28,-126.83,30.2,30.2,92,75,14.76
Normandin,CA,48.84,-72.53,3.75,3.75,52,24,6.04
North Bend,US,43.41,-124.22,46.99,45.54,93,1,4.7
North Myrtle Beach,US,33.83,-78.68,62.01,56.39,87,1,6.93
Northam,GB,51.04,-4.21,46.99,43.81,93,20,8.05
Northport,US,33.23,-87.58,61,58.15,71,1,6.04
Nouadhibou,MR,20.93,-17.03,60.8,60.8,87,40,9.95
Nouakchott,MR,18.08,-15.98,60.8,60.8,93,0,8.05
Noumea,NC,-22.28,166.46,86,86,51,20,9.17
Novaya Lyalya,RU,59.05,60.6,37.86,37.86,87,8,4.7
Novobirilyussy,RU,56.95,90.69,32.28,32.28,88,68,6.38
Novyy Urengoy,RU,66.08,76.63,27.42,27.42,99,80,15.21
Nuevitas,CU,21.55,-77.27,69.8,69.8,94,75,10.29
Nuuk,GL,64.17,-51.74,37.4,37.4,59,92,11.41
Nyurba,RU,63.29,118.35,14.73,14.73,49,0,5.37
Oboyan,RU,51.21,36.28,39.2,38.32,59,0,4.47
Odessa,US,31.85,-102.37,57.2,55.02,47,8,4.7
Okha,RU,53.59,142.95,23.46,23.46,90,44,13.65
Okhotsk,RU,59.36,143.24,31.11,31.11,70,32,3.36
Oktyabrskiy,RU,55.61,37.97,33.8,32.34,80,0,6.71
Okulovka,RU,58.37,33.3,30.93,30.93,78,68,11.63
Ola,RU,59.58,151.3,27.96,27.96,89,0,13.09
Olavarria,AR,-36.89,-60.32,50.73,50.73,86,0,8.72
Olds,CA,51.79,-114.11,32,29.77,89,90,12.75
Olenino,RU,56.21,33.48,28.05,28.05,69,0,12.08
Olinda,EC,-2.03,-79.75,78.01,77.31,90,92,5.01
Omsukchan,RU,62.53,155.8,9.96,9.96,73,64,13.42
Onalaska,US,43.88,-91.23,37.4,33.94,64,1,6.93
Ondjiva,AO,-17.07,15.73,72.06,72.06,50,36,3.36
Opuwo,NA,-18.06,13.84,61.26,61.26,74,8,2.01
Oranjemund,ZA,-28.55,16.43,61.53,61.53,94,88,19.57
Oranjestad,AW,12.52,-70.03,78.45,78.45,94,0,20.69
Oras,PH,12.14,125.44,82.5,82.5,80,0,10.4
Orcopampa,PE,-15.27,-72.34,31.83,31.83,96,76,1.01
Ordubad,AZ,38.91,46.02,39.2,39.2,92,90,2.24
Orebro,SE,59.27,15.21,37,34.95,88,0,4.7
Oriximina,BR,-1.77,-55.87,77.28,77.28,89,20,2.57
Ornskoldsvik,SE,63.29,18.72,28.4,27.41,58,0,12.75
Orocue,CO,4.79,-71.34,73.41,73.41,84,0,2.68
Orsha,BY,54.51,30.43,33.8,32.88,80,0,4.47
Osa,RU,57.28,55.46,33.9,33.9,93,92,10.18
Osorno,CL,-40.57,-73.14,49.47,49.47,89,20,8.05
Osoyoos,CA,49.03,-119.47,46,42.44,100,90,8.05
Ossora,RU,59.24,163.07,16.71,16.71,87,80,14.2
Ostroleka,PL,53.09,21.58,41,41,52,8,3.02
Ostrovnoy,RU,68.05,39.51,27.24,27.24,95,88,9.95
Otjimbingwe,NA,-22.35,16.13,61.98,61.98,82,68,3.13
Otjiwarongo,NA,-20.46,16.65,69.45,69.45,58,48,3.58
Ouahigouya,BF,13.58,-2.42,78.18,78.18,33,76,6.6
Ouango,CD,4.31,22.55,75.66,75.66,90,80,3.13
Ourossogui,SN,15.61,-13.32,73.95,73.95,39,100,7.16
Outjo,NA,-20.11,16.16,69.99,69.99,60,92,3.36
Owase,JP,34.07,136.2,57.48,57.48,46,88,6.04
Oxford,US,33.61,-85.83,57.99,53.13,76,1,3.36
Paamiut,GL,61.99,-49.67,33.81,33.81,88,80,50.33
Pacific Grove,US,36.62,-121.92,51.8,47.12,70,1,5.82
Padang,ID,-0.92,100.36,82.86,82.86,100,48,10.4
Padrauna,IN,26.9,83.98,87.8,87.8,43,5,3.36
Pahrump,US,36.21,-115.98,55,52.86,45,1,6.93
Paita,PE,-5.09,-81.11,72.78,72.78,79,56,3.69
Pajic Polje,BA,43.98,17.53,35.01,34.48,100,0,2.24
Pak Phanang,TH,8.35,100.2,84.2,84.2,74,75,2.24
Pakxan,LA,18.39,103.66,85.74,85.74,59,20,2.57
Palana,RU,59.08,159.95,16.53,16.53,62,68,7.05
Palmas,BR,-10.18,-48.33,72.06,72.06,100,92,3.91
Palmer,AU,-34.85,139.16,69.01,65.03,39,20,21.92
Palu,ID,-0.9,119.87,74.31,74.31,92,56,1.68
Pandan,PH,11.72,122.09,80.43,80.43,97,0,16.78
Pangai,TO,-19.8,-174.35,80.6,80.6,69,90,11.41
Pangkalanbuun,ID,-2.68,111.62,92.4,92.4,67,0,3.69
Pangnirtung,CA,66.15,-65.72,12.93,12.93,73,92,10.63
Pangody,RU,65.85,74.49,28.68,28.68,97,80,14.99
Parabel,RU,58.71,81.5,32.28,32.28,90,44,3.69
Paraiso,MX,24.01,-104.61,47.85,47.85,49,0,6.04
Parana,BR,-7.52,-72.89,75.2,75.2,100,0,2.13
Pascagoula,US,30.37,-88.56,64.4,58.42,87,1,4.36
Patacamaya,BO,-17.23,-67.92,40.56,40.56,99,68,3.13
Payakumbuh,ID,-0.23,100.63,84.57,84.57,69,48,3.69
Pecos,US,31.42,-103.49,57.2,56.48,26,1,9.17
Peleduy,RU,59.63,112.75,14.37,14.37,54,20,3.13
Pemba,MZ,-12.97,40.52,82.4,82.4,88,75,8.05
Peniche,PT,39.36,-9.38,57.99,52.84,87,0,2.24
Periyanegamam,IN,10.73,77.1,93.2,93.2,38,20,6.93
Perth,GB,56.4,-3.43,41,38.28,65,20,11.41
Peruibe,BR,-24.32,-47,78.72,78.72,99,0,8.39
Petropavlovsk-Kamchatskiy,RU,53.05,158.65,33.8,33.8,47,20,11.18
Pevek,RU,69.7,170.27,4.2,4.2,87,92,13.65
Phan Thiet,VN,10.93,108.1,81.06,81.06,92,12,14.2
Phek,IN,25.7,94.46,78.18,78.18,44,12,2.35
Phu Ly,VN,20.54,105.91,74.13,74.13,91,88,4.59
Pimenta Bueno,BR,-11.68,-61.19,72.42,72.42,96,12,1.9
Pingshan,CN,28.83,104.35,66.39,66.39,55,12,4.47
Pinsk,BY,52.11,26.1,37.14,37.14,72,80,3.13
Pisco,PE,-13.71,-76.2,65.13,65.13,92,8,1.34
Piskavica,BA,44.73,18.34,39,38.28,100,0,1.12
Plettenberg Bay,ZA,-34.05,23.37,66.48,66.48,100,48,9.4
Pochutla,MX,15.74,-96.47,75,75,84,0,5.59
Pocone,BR,-16.26,-56.62,75.57,75.57,61,0,4.47
Pokhara,NP,28.21,83.99,60.27,60.27,82,76,1.9
Polson,US,47.69,-114.16,39.2,36.79,69,90,1.68
Poltavka,RU,54.36,71.76,31.11,31.11,100,48,6.71
Polyanka,UA,50.26,27.69,36.6,36.6,71,76,3.02
Ponta Delgada,PT,37.73,-25.67,57.2,56.05,82,20,14.99
Ponta Do Sol,BR,-20.63,-46,64.32,64.32,85,64,4.03
Pontes E Lacerda,BR,-15.23,-59.33,75.3,75.3,86,92,2.57
Pontianak,ID,-0.02,109.34,93.2,93.2,49,75,2.57
Poplar Bluff,US,36.76,-90.39,62.6,59.45,87,40,3.69
Poronaysk,RU,49.22,143.1,29.67,29.67,61,0,3.13
Porosozero,RU,62.72,32.71,32.01,32.01,84,68,5.7
Port Alfred,ZA,-33.59,26.89,70,70,94,64,3
Port Augusta,AU,-32.49,137.76,69.8,68.9,52,90,17.22
Port Blair,IN,11.67,92.75,87.8,87.8,58,40,8.05
Port Elizabeth,US,39.31,-74.98,50,46.67,65,1,7.05
Port Hardy,CA,50.7,-127.42,33.8,33.8,85,5,2.24
Port Hedland,AU,-20.31,118.58,82.4,82.4,78,90,25.28
Port Keats,AU,-14.25,129.55,89.07,89.07,80,0,14.54
Port Lincoln,AU,-34.72,135.86,64.05,64.05,83,0,18.23
Port Macquarie,AU,-31.43,152.91,87.01,82.22,78,24,5.82
Port Maria,JM,18.37,-76.89,80.6,80.6,65,75,4.7
Port Moresby,PG,-9.47,147.16,84.2,84.2,74,40,8.05
Port Pirie,AU,-33.18,138.01,69.8,69.8,52,90,17.22
Portage,US,41.58,-87.18,37.4,35.76,93,90,6.93
Portland,US,45.52,-122.67,50,45.68,66,1,3.58
Porto Seguro,BR,-16.44,-39.06,75.2,75.2,88,75,8.05
Poso,ID,-1.4,120.75,82.77,82.77,100,20,6.15
Potsdam,DE,52.4,13.06,41,37.49,87,75,19.46
Poum,MK,41.28,20.71,44.6,44.6,78,20,2.24
Poya,NC,-21.35,165.16,81.69,81.69,92,24,13.65
Pozo Colorado,PY,-23.49,-58.8,73.86,73.86,77,8,6.38
Praia Da Vitoria,PT,38.73,-27.07,57.2,56.53,87,40,7.16
Praya,ID,-8.71,116.27,84.2,84.2,79,75,11.41
Preobrazheniye,RU,42.9,133.91,44.7,44.7,41,56,6.49
Presidencia Roque Saenz Pena,AR,-26.79,-60.44,73.5,73.5,68,92,3.69
Prince Rupert,CA,54.32,-130.32,41,41,86,1,2.24
Pringsewu,ID,-5.36,104.98,78.9,78.9,100,44,1.57
Provideniya,RU,64.42,-173.23,32,32,90,90,11.18
Puerto Ayora,EC,-0.74,-90.35,76.2,76.2,100,0,6.6
Puerto Carreno,CO,6.19,-67.49,70.71,70.71,76,0,2.13
Puerto Escondido,MX,15.86,-97.07,83.85,83.85,100,0,7.38
Puerto Madryn,AR,-42.77,-65.04,53.16,53.16,100,0,11.63
Puerto Quijarro,BO,-19,-57.72,74.49,74.49,77,20,2.91
Puerto Suarez,BO,-18.96,-57.8,74.49,74.49,77,20,2.91
Puksoozero,RU,62.59,40.61,29.49,29.49,94,8,7.49
Pundaguitan,PH,6.37,126.17,81.78,81.78,96,20,6.49
Punta Arenas,CL,-53.16,-70.91,44.6,44.28,75,40,17.22
Pushkinskiye Gory,RU,57.02,28.91,29.85,29.85,68,36,11.63
Qaanaaq,GL,77.48,-69.36,-28.3,-28.3,43,0,4.03
Qaqortoq,GL,60.72,-46.03,39.2,39.2,41,92,12.75
Qasigiannguit,GL,68.82,-51.19,28.4,28.4,74,80,4.7
Queimadas,BR,-7.36,-35.9,73.4,73.4,94,75,6.93
Quelimane,MZ,-17.88,36.89,78.8,78.8,88,75,6.93
Quirinopolis,BR,-18.45,-50.45,68.28,68.28,98,20,3.02
Rafaela,AR,-31.25,-61.49,57,55.47,62,0,1.99
Rampura,IN,24.47,75.44,81.06,81.06,47,0,4.14
Raudeberg,NO,61.99,5.14,39.99,35.35,80,20,8.05
Rawson,AR,-43.3,-65.11,45.15,45.15,93,0,7.49
Raymond Terrace,AU,-32.76,151.75,80.01,76.87,69,75,6.93
Redcliffe,GB,51.45,-2.59,46.99,42.66,75,40,6.93
Redlands,US,34.06,-117.19,60.8,46.81,67,1,2.01
Revelstoke,CA,50.99,-118.19,37.4,37.4,86,90,2.24
Ribas Do Rio Pardo,BR,-20.45,-53.76,70.26,70.26,69,8,7.16
Ribeira Grande,PT,38.52,-28.7,58.65,58.65,100,92,2.13
Richards Bay,ZA,-28.77,32.06,75.3,75.3,84,12,6.6
Rikitea,PF,-23.12,-134.97,79.35,79.35,98,92,11.63
Rio Cuarto,AR,-33.13,-64.35,51.8,51.8,87,0,3.36
Rio De Janeiro,BR,-22.91,-43.21,77,76.3,83,0,1.12
Rio Gallegos,AR,-51.62,-69.22,46.4,46.4,81,20,12.75
Rio Grande,BR,-32.03,-52.1,62.25,62.25,95,0,17.22
Riyadh,SA,24.63,46.72,80.6,80.6,32,90,17.22
Roald,NO,62.58,6.12,35.6,29.44,74,40,4.7
Robertsport,LR,6.75,-11.37,82.68,82.68,97,92,7.05
Rocha,UY,-34.48,-54.34,62.88,62.88,75,92,15.43
Rolla,US,37.95,-91.77,52,50.41,71,90,9.17
Roma,IT,41.89,12.48,55.99,48.45,70,0,4.7
Romny,UA,50.74,33.49,35.7,35.7,83,0,4.47
Rongcheng,CN,37.16,122.42,62.16,62.16,40,0,19.57
Ropczyce,PL,50.05,21.61,45,42.8,86,0,5.82
Rosarito,CO,4.91,-75.23,64.4,64.4,100,40,4.7
Rosetta,EG,31.4,30.42,61.62,61.62,57,100,9.73
Rosita,NI,13.92,-84.4,70.89,70.89,90,0,2.68
Rotifunk,SL,8.23,-12.68,76.83,76.83,85,44,2.35
Roura,GF,4.73,-52.33,78.8,78.8,74,90,10.29
Rozkishne,UA,48.5,37.59,38.76,38.76,76,0,4.47
Rumuruti,KE,0.26,36.54,63.33,63.33,67,8,4.14
Russell,AR,-33.01,-68.8,64.4,64.4,39,20,5.82
Sabang,PH,13.72,123.58,81.96,81.96,77,24,10.18
Sabha,LY,27.03,14.43,50.01,50.01,70,0,9.06
Sagasa,PH,10.47,122.9,89.79,89.79,44,8,5.48
Saint Anthony,US,43.97,-111.68,37.4,35.02,74,75,9.17
Saint George,GR,39.45,22.34,51.01,46.18,86,0,2.13
Saint-Augustin,FR,44.83,-0.61,48.2,46.87,76,90,6.93
Saint-Francois,FR,46.42,3.91,39.99,38.97,93,20,5.48
Saint-Jerome,CA,45.78,-74,26.01,24.12,53,5,4.7
Saint-Joseph,FR,43.56,6.97,55.4,48.56,87,20,5.82
Saint-Leu,RE,-21.15,55.28,88,85.57,62,0,24.16
Saint-Philippe,CA,45.36,-73.48,27,23.95,62,1,6.93
Saint-Pierre,FR,48.95,4.24,37.4,32.43,80,0,9.17
Sainte-Julienne,CA,45.96,-73.71,26.01,23.97,53,5,4.7
Sainte-Maxime,FR,43.31,6.64,55.4,49.05,81,20,4.7
Sakaiminato,JP,35.55,133.23,57.99,56.91,41,75,14.99
Sal Rei,CV,16.18,-22.92,66.2,66.2,68,75,4.7
Salalah,OM,17.01,54.1,82.4,82.4,65,40,10.29
Saldanha,PT,41.42,-6.55,39.57,39.57,72,0,7.49
Sale,GB,53.42,-2.32,44.6,39.76,86,0,3.36
Salinopolis,BR,-0.61,-47.36,80.07,80.07,99,92,10.07
Salvador,BR,-12.98,-38.48,78.18,78.18,100,92,9.62
Samana,EC,0.12,-76.97,70.71,70.71,96,8,2.01
Samarai,PG,-10.62,150.67,80.79,80.79,100,68,19.24
Sambava,MG,-14.27,50.17,84.03,84.03,99,12,8.05
Sampit,ID,-2.54,112.95,86.82,86.82,84,56,7.16
San Andres,PH,13.32,122.68,79.98,79.98,100,24,4.7
San Carlos De Bariloche,AR,-41.13,-71.31,44.6,44.6,52,0,9.17
San Cristobal,EC,-0.39,-78.55,46,46,98,68,2.13
San Francisco,US,37.78,-122.42,55.99,53.02,54,1,3.36
San Jose,PH,15.79,120.99,84.84,84.84,55,12,5.14
San Juan,PR,18.47,-66.12,78.8,73.56,83,40,4.7
San Juan Nepomuceno,PY,-26.11,-55.94,65.85,65.85,87,0,2.01
San Julian,SV,13.7,-89.56,71.6,69.53,68,0,4.7
San Lorenzo,HN,13.43,-87.45,82.05,82.05,75,12,3.69
San Patricio,PY,-26.98,-56.83,66.66,66.66,81,24,2.13
San Pedro,AR,-33.68,-59.66,48,48,86,48,1.99
San Policarpo,PH,12.18,125.51,82.5,82.5,80,0,10.4
San Quintin,PH,17.54,120.52,87.18,87.18,43,8,6.71
San Rafael Del Sur,NI,11.85,-86.44,78.81,78.81,59,0,12.53
San Ramon,NI,12.92,-85.84,66,66,86,92,1.01
San Roque,EC,0.3,-78.23,46.23,46.23,100,48,1.68
San Vicente,SV,13.64,-88.78,71.6,69.44,78,0,4.7
San Vito,CR,8.82,-82.97,60.01,60.01,50,20,11.01
Sandane,NO,61.77,6.22,39.99,32.07,92,0,4.7
Sangar,RU,63.92,127.47,10.14,10.14,66,32,7.61
Santa Barbara,US,34.42,-119.7,55.4,50.29,87,1,11.18
Santa Cecilia,CO,5.35,-76.12,66.93,66.93,96,80,0.45
Santa Maria,BR,-29.69,-53.81,57.93,57.93,78,0,5.93
Santa Maria Do Suacui,BR,-18.19,-42.41,67.29,67.29,96,92,4.47
Santo Antonio Do Ica,BR,-3.1,-67.94,75.21,75.21,97,32,3.02
Sao Filipe,CV,14.9,-24.5,68.46,68.46,100,88,10.4
Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,74.67,74.67,95,56,2.35
Sao Joao Da Barra,BR,-21.64,-41.05,80.16,80.16,100,20,5.14
Sao Jose Da Coroa Grande,BR,-8.9,-35.15,76.11,76.11,95,48,4.92
Sao Luis,BR,4.43,-61.14,78,78,54,20,5.7
Sao Luis De Montes Belos,BR,-16.52,-50.37,69.18,69.18,95,56,3.13
Sao Miguel Do Araguaia,BR,-13.28,-50.16,72.69,72.69,96,64,3.58
Saskylakh,RU,71.97,114.09,6.45,6.45,87,64,5.48
Sault Sainte Marie,CA,46.49,-84.36,21.2,20.57,85,1,5.82
Savannah Bight,HN,16.45,-85.85,77.1,77.1,100,92,5.7
Sayan,YE,15.88,43.46,82.5,82.5,51,48,2.46
Scarborough,GB,54.28,-0.41,41,39.56,69,0,11.41
Scottsbluff,US,41.87,-103.67,42.01,39.7,100,90,3.36
Sedhiou,SN,12.71,-15.56,72.42,72.42,58,80,6.15
Sehithwa,BW,-20.47,22.7,71.7,71.7,56,0,12.08
Seminole,US,32.72,-102.64,53.6,50.32,40,1,4.7
Semporna,MY,4.48,118.61,87.8,87.8,70,75,12.75
Sena Madureira,BR,-9.07,-68.66,74.67,74.67,94,56,1.9
Senno,RU,57.76,27.95,35.6,35.6,69,20,6.71
Seoul,KR,37.57,126.98,55.4,52.39,53,90,4.7
Sept-Iles,CA,50.2,-66.38,-11.21,-11.21,57,5,2.24
Serebryansk,KZ,49.68,83.3,38.31,38.31,79,56,2.68
Seredka,RU,58.06,38.14,29.22,29.22,93,0,11.18
Serenje,ZM,-13.23,30.22,68.19,68.19,83,32,7.61
Serik,TR,36.92,31.1,55.4,55.15,24,0,17.22
Severnoye,RU,54.09,52.54,33.9,33.9,99,88,14.2
Severo-Kurilsk,RU,50.68,156.12,27.51,27.51,100,64,16.55
Severo-Yeniseyskiy,RU,60.37,93.04,30.93,30.93,72,68,3.36
Sfantu Gheorghe,RO,44.65,26.83,53.01,50.59,49,0,3.13
Shache,CN,38.42,77.24,63.33,63.33,35,0,4.7
Sharlyk,RU,52.93,54.74,34.08,34.08,98,92,13.76
Shasta Lake,US,40.68,-122.36,51.8,42.93,70,75,2.91
Shatsk,UA,51.49,23.92,37.4,37.4,86,44,3.36
Sheregesh,RU,52.93,87.98,32.91,32.91,81,92,4.36
Shevchenkove,UA,49.7,37.18,39.2,39.2,69,0,6.71
Shihezi,CN,44.3,86.03,50.91,50.91,87,80,5.14
Shimoda,JP,34.7,138.93,57.2,56.12,50,75,20.8
Shingu,JP,33.72,135.99,57.2,57.2,62,75,5.82
Shizunai,JP,42.33,142.37,39.84,39.84,85,92,12.75
Sibolga,ID,1.74,98.78,79.8,79.8,94,20,1.34
Sijunjung,ID,-0.69,100.95,82.5,82.5,74,24,3.13
Simao,CN,22.76,100.79,84.75,84.75,28,0,4.47
Simpang,MY,4.82,100.71,91.4,89.92,55,75,4.7
Sinjar,SY,35.59,37,47.76,47.76,85,68,7.16
Sinnamary,GF,5.38,-52.96,79.35,79.35,96,92,10.74
Sinop,TR,42.03,35.15,42.8,42.8,75,20,2.24
Sioux Lookout,CA,50.1,-91.92,17.6,10.9,84,5,2.24
Siparia,TT,10.14,-61.51,73.4,72.79,83,20,3.36
Sisimiut,GL,66.94,-53.67,13.47,13.47,81,92,2.46
Sistranda,NO,63.73,8.83,37.99,37.76,59,75,12.75
Sitka,US,37.17,-99.65,45,45,87,68,5.99
Skelleftea,SE,64.75,20.95,30,29.19,74,75,9.17
Skibbereen,IE,51.55,-9.27,42.8,42.8,87,75,5.82
Skjervoy,NO,70.03,20.97,32,28.33,100,0,10.29
Slave Lake,CA,55.28,-114.77,35.6,35.6,80,90,13.87
Smolenka,PL,54.15,22.76,30.66,30.66,85,32,4.14
Snyder,US,32.72,-100.92,57.99,56.26,62,1,11.41
Sobolevo,RU,54.43,31.9,30.93,30.93,57,20,11.41
Sohbatpur,PK,28.52,68.54,70.98,70.98,100,0,3.58
Sokolo,ML,14.74,-6.12,80.61,80.61,64,64,2.57
Sola,FI,62.78,29.36,34,32.23,74,75,9.17
Solnechnyy,RU,50.72,136.64,27.51,27.51,65,32,3.47
Sompeta,IN,18.93,84.6,92.85,92.85,49,0,3.36
Songea,TZ,-10.68,35.65,70.8,70.8,94,76,2.91
Songjianghe,CN,42.18,127.48,43.26,43.26,54,92,8.72
Sonqor,IR,34.78,47.6,44.6,44.6,87,90,19.46
Soria,ES,41.76,-2.46,39.99,39.99,69,0,1.99
Sorland,NO,67.67,12.69,30.2,30.2,86,90,16.11
Soto La Marina,MX,23.77,-98.21,70.98,70.98,77,0,9.73
Souillac,FR,45.6,-0.6,41,40.01,75,0,8.05
Sovetskiy,RU,56.76,48.47,30.12,30.12,97,88,4.59
Soyo,AO,-6.13,12.37,80.6,80.6,88,75,3.58
Spassk-Ryazanskiy,RU,54.41,40.38,34,34,74,80,5.01
Srandakan,ID,-7.94,110.25,81.51,81.51,94,88,4.47
Srednekolymsk,RU,67.46,153.71,3.84,3.84,62,0,4.92
Sredniy Ikorets,RU,51.07,39.76,35.25,35.25,89,12,8.5
Starogard Gdanski,PL,53.96,18.53,42.01,36.64,86,0,6.93
Staroleushkovskaya,RU,45.98,39.75,37,37,82,0,7.61
Starovelichkovskaya,RU,45.43,38.72,48,44.64,70,0,6.71
Staryy Nadym,RU,65.61,72.68,30.21,30.21,94,92,12.64
Stephenville,US,32.22,-98.2,66.2,63.32,59,90,5.82
Sterling,US,39,-77.4,51.8,48.78,57,90,4.7
Straubing,DE,48.88,12.57,46,41.94,93,40,8.05
Straza,RS,44.97,21.3,41,41,60,0,1.12
Strelka,RU,58.08,93.03,31.74,31.74,82,80,3.36
Strezhevoy,RU,60.73,77.6,35.6,35.6,64,0,6.71
Stuttgart,DE,48.78,9.18,44.01,40.15,69,20,8.05
Sucila,MX,21.15,-88.32,69.36,69.36,76,0,5.14
Suez,EG,29.97,32.54,54.33,54.33,68,92,9.95
Sulangan,PH,11.14,123.72,79.98,79.98,100,20,12.53
Sumenep,ID,-7.02,113.87,81.6,81.6,100,68,6.38
Sungaipenuh,ID,-2.08,101.38,74.4,74.4,89,56,1.34
Sungurlu,TR,40.17,34.38,31.2,31.2,59,0,4.14
Suntar,RU,62.16,117.65,16.35,16.35,46,12,5.48
Suraabad,AZ,40.82,49.47,44.6,44.6,81,90,21.92
Surgut,RU,61.25,73.4,39.2,39.2,51,0,8.95
Susangerd,IR,31.56,48.19,75.2,75.2,69,75,11.41
Svetlogorsk,RU,53.14,59.15,35.6,35.6,93,90,6.71
Svidnik,SK,49.31,21.57,46.99,40.78,88,12,4.7
Syasstroy,RU,60.14,32.56,32.73,32.73,84,20,7.05
Sydney,AU,-33.85,151.22,78.01,76.57,69,40,6.93
Tabora,TZ,-5.02,32.81,70.35,70.35,82,44,4.47
Tabory,PL,53.89,19.53,42.01,38.1,82,48,5.01
